Contig id	Gene symbol	Start	Stop	Strand	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	Strain	Plasmid	BioSample	Organism	Size
NZ_MT732185.1	sul1	174293	175129	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI3459/07	 pPUV-7	PRJNA224116	Pseudomonas aeruginosa	414
NZ_MT732185.1	qacEdelta1	175126	175470	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI3459/07	 pPUV-7	PRJNA224116	Pseudomonas aeruginosa	414
NZ_MT732185.1	aadA6	175561	176391	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI3459/07	 pPUV-7	PRJNA224116	Pseudomonas aeruginosa	414
NZ_MT732185.1	blaOXA-2	176431	177255	-	oxacillin-hydrolyzing class D beta-lactamase OXA-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	275	275	100.0	100.0	275	WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	NMI3459/07	 pPUV-7	PRJNA224116	Pseudomonas aeruginosa	414
NZ_MT732185.1	ant(4')-IIb	180278	181030	+	aminoglycoside nucleotidyltransferase ANT(4')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	BLASTX	251	251	100.0	99.2	251	WP_063840509.1	aminoglycoside nucleotidyltransferase ANT(4')-IIb	NMI3459/07	 pPUV-7	PRJNA224116	Pseudomonas aeruginosa	414
NZ_MT732185.1	sul1	184875	185711	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI3459/07	 pPUV-7	PRJNA224116	Pseudomonas aeruginosa	414
NZ_MT732185.1	qacEdelta1	185708	186052	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI3459/07	 pPUV-7	PRJNA224116	Pseudomonas aeruginosa	414
NZ_MT732185.1	aadA6	186143	186973	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI3459/07	 pPUV-7	PRJNA224116	Pseudomonas aeruginosa	414
NZ_MT732185.1	blaVIM-2	187064	187861	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI3459/07	 pPUV-7	PRJNA224116	Pseudomonas aeruginosa	414
NZ_MT732185.1	ant(2'')-Ia	187943	188473	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI3459/07	 pPUV-7	PRJNA224116	Pseudomonas aeruginosa	414
NZ_MT732186.1	sul1	174294	175130	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI2635/08	 pPUV-8	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732186.1	qacEdelta1	175127	175471	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI2635/08	 pPUV-8	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732186.1	aadA6	175562	176392	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI2635/08	 pPUV-8	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732186.1	blaOXA-2	176432	177256	-	oxacillin-hydrolyzing class D beta-lactamase OXA-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	275	275	100.0	100.0	275	WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	NMI2635/08	 pPUV-8	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732186.1	ant(4')-IIb	180279	181031	+	aminoglycoside nucleotidyltransferase ANT(4')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	BLASTX	251	251	100.0	99.2	251	WP_063840509.1	aminoglycoside nucleotidyltransferase ANT(4')-IIb	NMI2635/08	 pPUV-8	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732186.1	sul1	184876	185712	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI2635/08	 pPUV-8	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732186.1	qacEdelta1	185709	186053	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI2635/08	 pPUV-8	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732186.1	aadA6	186144	186974	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI2635/08	 pPUV-8	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732186.1	blaVIM-2	187065	187862	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI2635/08	 pPUV-8	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732186.1	ant(2'')-Ia	187944	188474	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI2635/08	 pPUV-8	PRJNA224116	Pseudomonas aeruginosa	490
NZ_MT732187.1	sul1	169651	170487	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI3364/08	 pPUV-9	PRJNA224116	Pseudomonas aeruginosa	453
NZ_MT732187.1	qacEdelta1	170484	170828	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI3364/08	 pPUV-9	PRJNA224116	Pseudomonas aeruginosa	453
NZ_MT732187.1	aadA6	170919	171749	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI3364/08	 pPUV-9	PRJNA224116	Pseudomonas aeruginosa	453
NZ_MT732187.1	blaVIM-2	171840	172637	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI3364/08	 pPUV-9	PRJNA224116	Pseudomonas aeruginosa	453
NZ_MT732187.1	ant(2'')-Ia	172719	173249	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI3364/08	 pPUV-9	PRJNA224116	Pseudomonas aeruginosa	453
NZ_MT732188.1	sul1	177832	178668	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI3005/09	 pPUV-10	PRJNA224116	Pseudomonas aeruginosa	470
NZ_MT732188.1	qacEdelta1	178665	179009	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI3005/09	 pPUV-10	PRJNA224116	Pseudomonas aeruginosa	470
NZ_MT732188.1	aadA6	179100	179930	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI3005/09	 pPUV-10	PRJNA224116	Pseudomonas aeruginosa	470
NZ_MT732188.1	blaOXA-2	179970	180794	-	oxacillin-hydrolyzing class D beta-lactamase OXA-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	275	275	100.0	100.0	275	WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	NMI3005/09	 pPUV-10	PRJNA224116	Pseudomonas aeruginosa	470
NZ_MT732188.1	sul1	184663	185499	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI3005/09	 pPUV-10	PRJNA224116	Pseudomonas aeruginosa	470
NZ_MT732188.1	qacEdelta1	185496	185840	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI3005/09	 pPUV-10	PRJNA224116	Pseudomonas aeruginosa	470
NZ_MT732188.1	aadA6	185931	186761	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI3005/09	 pPUV-10	PRJNA224116	Pseudomonas aeruginosa	470
NZ_MT732188.1	blaOXA-2	186801	187625	-	oxacillin-hydrolyzing class D beta-lactamase OXA-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	275	275	100.0	100.0	275	WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	NMI3005/09	 pPUV-10	PRJNA224116	Pseudomonas aeruginosa	470
NZ_MT732188.1	sul1	191494	192330	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI3005/09	 pPUV-10	PRJNA224116	Pseudomonas aeruginosa	470
NZ_MT732188.1	qacEdelta1	192327	192671	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI3005/09	 pPUV-10	PRJNA224116	Pseudomonas aeruginosa	470
NZ_MT732188.1	aadA6	192762	193592	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI3005/09	 pPUV-10	PRJNA224116	Pseudomonas aeruginosa	470
NZ_MT732188.1	blaVIM-2	193683	194480	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI3005/09	 pPUV-10	PRJNA224116	Pseudomonas aeruginosa	470
NZ_MT732188.1	ant(2'')-Ia	194562	195092	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI3005/09	 pPUV-10	PRJNA224116	Pseudomonas aeruginosa	470
NZ_MT732188.1	tet(C)	198377	199564	+	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	396	396	100.0	100.0	396	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NMI3005/09	 pPUV-10	PRJNA224116	Pseudomonas aeruginosa	470
NZ_MT732189.1	sul1	174293	175129	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI162/10	 pPUV-11	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732189.1	qacEdelta1	175126	175470	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI162/10	 pPUV-11	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732189.1	aadA6	175561	176391	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI162/10	 pPUV-11	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732189.1	blaOXA-2	176431	177255	-	oxacillin-hydrolyzing class D beta-lactamase OXA-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	275	275	100.0	100.0	275	WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	NMI162/10	 pPUV-11	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732189.1	ant(4')-IIb	180278	181030	+	aminoglycoside nucleotidyltransferase ANT(4')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	BLASTX	251	251	100.0	99.2	251	WP_063840509.1	aminoglycoside nucleotidyltransferase ANT(4')-IIb	NMI162/10	 pPUV-11	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732189.1	sul1	184875	185711	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI162/10	 pPUV-11	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732189.1	qacEdelta1	185708	186052	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI162/10	 pPUV-11	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732189.1	aadA6	186143	186973	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI162/10	 pPUV-11	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732189.1	blaVIM-2	187064	187861	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI162/10	 pPUV-11	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732189.1	ant(2'')-Ia	187943	188473	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI162/10	 pPUV-11	PRJNA224116	Pseudomonas aeruginosa	436
NZ_MT732190.1	sul1	174293	175129	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	qacEdelta1	175126	175470	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	aadA6	175561	176391	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	blaOXA-2	176431	177255	-	oxacillin-hydrolyzing class D beta-lactamase OXA-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	275	275	100.0	100.0	275	WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	ant(4')-IIb	180278	181030	+	aminoglycoside nucleotidyltransferase ANT(4')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	BLASTX	251	251	100.0	99.2	251	WP_063840509.1	aminoglycoside nucleotidyltransferase ANT(4')-IIb	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	sul1	184875	185711	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	qacEdelta1	185708	186052	-	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	aadA6	186143	186973	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	blaVIM-2	187064	187861	-	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	ant(2'')-Ia	187943	188473	-	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732190.1	tet(C)	191758	192945	+	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	396	396	100.0	100.0	396	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NMI8635/11	 pPUV-12	PRJNA224116	Pseudomonas aeruginosa	441
NZ_MT732191.1	tet(C)	170301	171488	-	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	396	396	100.0	100.0	396	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	ant(2'')-Ia	174773	175303	+	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	blaVIM-2	175385	176182	+	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	aadA6	176273	177103	+	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	qacEdelta1	177194	177538	+	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	sul1	177535	178371	+	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	ant(4')-IIb	182216	182968	-	aminoglycoside nucleotidyltransferase ANT(4')-IIb	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	BLASTX	251	251	100.0	99.2	251	WP_063840509.1	aminoglycoside nucleotidyltransferase ANT(4')-IIb	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	ant(2'')-Ia	185979	186509	+	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTX	177	177	100.0	100.0	177	WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	blaVIM-2	186591	187388	+	subclass B1 metallo-beta-lactamase VIM-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	266	266	100.0	100.0	266	WP_003108247.1	subclass B1 metallo-beta-lactamase VIM-2	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	aadA6	187479	188309	+	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	277	277	100.0	100.0	277	WP_021529708.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	qacEdelta1	188400	188744	+	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732191.1	sul1	188741	189577	+	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI8769/11	 pPUV-13	PRJNA224116	Pseudomonas aeruginosa	399
NZ_MT732192.1	sul1	174293	175129	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NMI6124/12	 pPUV-14	PRJNA224116	Pseudomonas aeruginosa	422
